subsub-1793622,ses2,	subsub-8735778,ses1,	subsub-9630905,ses2,	subsub-2475376,ses1,	subsub-2799329,ses1,	subsub-7055197,ses2,	subsub-1793622,ses1,	subsub-8735778,ses2,	subsub-9630905,ses1,	subsub-2475376,ses2,	subsub-2799329,ses2,	subsub-7055197,ses1,	subsub-2475376,ses2,	subsub-7055197,ses1,	subsub-2799329,ses2,	subsub-8735778,ses2,	subsub-1793622,ses1,	subsub-9630905,ses1,	subsub-2475376,ses1,	subsub-7055197,ses2,	subsub-2799329,ses1,	subsub-8735778,ses1,	subsub-1793622,ses2,	subsub-9630905,ses2,	subsub-3315657,ses1,	subsub-2842950,ses1,	subsub-1961098,ses1,	subsub-3315657,ses2,	subsub-2842950,ses2,	subsub-1961098,ses2,	subsub-1961098,ses2,	subsub-3315657,ses2,	subsub-2842950,ses2,	subsub-1961098,ses1,	subsub-3315657,ses1,	subsub-2842950,ses1,	subsub-3795193,ses1,	subsub-3808535,ses2,	subsub-4176156,ses2,	subsub-0021018,ses1,	subsub-4288245,ses2,	subsub-0021001,ses1,	subsub-3313349,ses2,	subsub-3201815,ses1,	subsub-3795193,ses2,	subsub-3808535,ses1,	subsub-4176156,ses1,	subsub-0021018,ses2,	subsub-4288245,ses1,	subsub-3201815,ses2,	subsub-3313349,ses1,	subsub-0021001,ses2,	subsub-4288245,ses1,	subsub-0021001,ses2,	subsub-3201815,ses2,	subsub-3313349,ses1,	subsub-3808535,ses1,	subsub-3795193,ses2,	subsub-0021018,ses2,	subsub-4176156,ses1,	subsub-4288245,ses2,	subsub-3313349,ses2,	subsub-3201815,ses1,	subsub-0021001,ses1,	subsub-3808535,ses2,	subsub-3795193,ses1,	subsub-0021018,ses1,	subsub-4176156,ses2,	subsub-0021002,ses1,	subsub-0021024,ses2,	subsub-0021006,ses1,	subsub-0021024,ses1,	subsub-0021002,ses2,	subsub-0021006,ses2,	subsub-0021002,ses2,	subsub-0021024,ses1,	subsub-0021006,ses2,	subsub-0021024,ses2,	subsub-0021002,ses1,	subsub-0021006,ses1,
degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,
48,2,	57,1,	53,1,	56,1,	51,1,	48,1,	49,1,	54,1,	48,1,	58,1,	49,1,	52,1,	55,1,	54,1,	49,1,	51,1,	46,2,	55,1,	53,1,	52,1,	48,2,	54,1,	44,2,	56,1,	51,1,	57,1,	50,1,	52,1,	59,1,	51,1,	53,1,	53,1,	57,1,	50,2,	54,1,	55,1,	47,2,	58,1,	52,1,	54,2,	52,1,	59,1,	54,1,	46,2,	49,1,	54,1,	50,1,	54,1,	50,2,	52,1,	54,1,	52,2,	53,1,	52,1,	56,1,	52,1,	50,1,	51,1,	52,1,	49,1,	56,1,	50,1,	54,1,	58,1,	53,2,	50,1,	54,1,	51,1,	50,1,	48,1,	52,1,	48,1,	51,1,	54,1,	49,1,	46,1,	61,1,	44,1,	48,1,	57,1,
47,1,	52,1,	47,1,	51,1,	48,1,	46,1,	48,1,	52,1,	45,1,	47,2,	47,1,	49,1,	45,1,	53,1,	47,1,	50,1,	45,1,	50,1,	48,1,	51,1,	39,3,	50,1,	43,1,	49,1,	48,1,	54,1,	47,1,	46,1,	58,1,	49,1,	51,1,	50,1,	56,1,	44,4,	52,1,	52,1,	41,1,	57,1,	51,1,	48,1,	47,1,	57,1,	50,1,	42,2,	47,1,	48,1,	49,1,	53,1,	43,1,	51,1,	49,1,	51,1,	52,1,	48,1,	55,1,	47,1,	46,1,	49,1,	48,1,	47,1,	51,1,	49,1,	50,1,	52,2,	47,1,	48,1,	49,1,	50,1,	48,1,	46,1,	45,1,	47,1,	50,1,	49,1,	47,1,	45,1,	54,1,	43,1,	47,1,	49,1,
45,1,	48,1,	39,1,	45,2,	47,1,	44,1,	46,1,	45,2,	39,1,	44,2,	42,1,	42,1,	44,1,	45,1,	38,2,	45,1,	42,1,	45,1,	42,2,	46,1,	38,1,	45,1,	41,1,	46,1,	45,1,	52,2,	42,1,	37,1,	55,1,	42,1,	45,1,	42,1,	51,3,	41,2,	49,1,	49,1,	37,1,	50,1,	46,1,	47,1,	46,1,	53,1,	48,1,	38,2,	43,1,	47,1,	41,1,	48,1,	42,1,	48,1,	47,1,	46,1,	48,1,	45,1,	52,1,	46,1,	41,1,	46,1,	39,2,	37,1,	49,1,	46,1,	47,1,	49,1,	44,1,	45,1,	45,1,	42,1,	47,2,	43,1,	44,1,	43,1,	49,1,	48,1,	43,1,	39,3,	52,1,	41,1,	43,1,	48,1,
43,1,	45,1,	38,5,	43,1,	46,1,	42,1,	44,1,	42,1,	37,4,	42,1,	41,2,	41,2,	43,1,	44,3,	37,1,	43,1,	39,1,	42,1,	41,1,	45,1,	37,1,	44,1,	37,2,	44,1,	41,1,	51,1,	41,1,	36,2,	54,1,	41,1,	43,1,	39,1,	44,1,	40,2,	45,1,	48,1,	35,1,	49,1,	41,1,	46,3,	41,3,	51,1,	47,2,	36,1,	41,1,	39,2,	40,1,	44,2,	41,2,	46,2,	46,1,	44,1,	46,2,	42,1,	51,1,	41,1,	38,1,	44,1,	38,3,	35,1,	48,1,	43,1,	46,1,	43,1,	40,2,	42,1,	44,1,	39,1,	45,1,	42,1,	41,1,	42,1,	46,1,	46,1,	42,1,	37,1,	51,1,	38,1,	40,1,	47,1,
38,2,	43,2,	37,1,	42,1,	43,1,	37,2,	43,1,	41,2,	35,1,	40,2,	40,1,	39,1,	41,1,	43,2,	35,2,	36,1,	38,1,	41,2,	39,2,	42,1,	36,1,	40,1,	34,1,	43,4,	38,1,	48,1,	39,2,	35,1,	53,1,	38,3,	42,2,	38,1,	42,1,	39,2,	44,1,	45,2,	33,2,	46,1,	40,1,	43,3,	38,2,	48,2,	43,2,	35,3,	37,1,	38,2,	39,1,	43,1,	36,2,	45,1,	43,1,	41,1,	45,1,	41,1,	50,1,	40,2,	35,1,	42,2,	37,1,	34,1,	45,1,	41,2,	45,1,	42,2,	39,1,	38,1,	43,1,	35,1,	42,1,	39,1,	40,2,	41,1,	44,1,	44,1,	38,1,	33,1,	48,1,	37,1,	39,2,	46,1,
36,1,	41,1,	36,1,	39,1,	42,2,	36,5,	42,1,	38,3,	34,1,	38,1,	39,1,	38,1,	40,1,	41,1,	34,1,	35,3,	37,1,	40,1,	36,3,	41,2,	33,1,	39,1,	33,1,	42,1,	36,1,	47,3,	38,1,	33,1,	49,1,	37,2,	40,1,	37,2,	41,1,	38,1,	38,1,	44,1,	32,1,	45,2,	37,1,	40,1,	37,2,	46,1,	41,2,	32,2,	36,1,	34,1,	35,1,	42,1,	34,1,	40,1,	42,1,	40,1,	40,2,	38,1,	47,1,	38,3,	33,1,	39,2,	36,1,	32,3,	44,1,	40,1,	44,1,	41,1,	36,2,	37,1,	41,1,	32,2,	41,1,	36,1,	38,2,	38,1,	42,1,	42,2,	37,2,	31,1,	47,1,	34,1,	36,1,	43,2,
35,1,	40,2,	35,2,	38,3,	40,1,	35,2,	41,2,	37,2,	32,3,	37,2,	38,2,	37,1,	38,1,	40,1,	33,2,	34,2,	34,3,	38,3,	34,1,	39,3,	32,3,	37,1,	31,2,	41,1,	34,1,	46,1,	37,2,	31,1,	45,2,	36,1,	39,1,	35,1,	38,2,	37,1,	37,2,	43,2,	30,2,	44,1,	35,1,	38,1,	36,1,	44,2,	40,1,	31,1,	35,3,	33,1,	33,2,	40,1,	32,1,	39,1,	41,3,	39,2,	39,1,	37,1,	44,1,	36,2,	32,1,	38,1,	34,2,	30,1,	43,1,	38,2,	42,1,	40,2,	35,2,	36,1,	39,1,	30,3,	38,2,	35,2,	36,1,	35,1,	41,1,	41,1,	36,1,	29,2,	46,2,	32,1,	35,1,	41,1,
33,2,	39,2,	33,1,	37,2,	39,1,	33,1,	39,1,	36,2,	31,2,	36,1,	37,1,	36,3,	36,3,	39,1,	32,1,	33,1,	32,1,	37,1,	32,1,	38,1,	31,1,	35,4,	28,1,	39,1,	32,1,	44,1,	36,1,	30,1,	43,2,	34,1,	38,3,	34,1,	36,1,	34,1,	36,1,	41,2,	29,2,	42,1,	34,2,	37,1,	31,1,	43,3,	38,1,	29,1,	33,1,	31,2,	31,1,	39,1,	31,3,	38,2,	40,2,	36,2,	36,1,	34,1,	43,2,	34,2,	31,1,	35,1,	29,4,	29,1,	42,1,	35,3,	40,3,	39,2,	34,1,	34,1,	38,2,	29,2,	34,2,	34,1,	34,1,	33,2,	39,1,	40,1,	34,1,	28,1,	45,1,	29,2,	33,1,	40,1,
